id,type,ip,user_id,date
73,,104.188.183.72,25,2024-11-22 23:09:27.405576
74,,73.50.206.35,15,2024-11-22 22:34:17.433320
75,,50.232.60.190,18,2024-11-16 20:02:54.199588
76,,172.56.32.124,16,2024-11-16 18:54:16.512516
77,,172.59.219.164,25,2024-11-16 18:56:52.706576
78,,72.133.53.236,10,2024-11-18 00:57:20.333505
79,,172.59.219.146,25,2024-11-16 19:01:23.593465
80,,187.189.215.236,8,2024-11-16 21:13:25.385196
81,,136.54.46.246,24,2024-11-22 23:15:34.762916
82,,67.150.9.72,26,2024-11-21 15:18:29.865051
83,,108.49.225.211,18,2024-11-22 23:09:57.177566
84,,172.56.32.50,16,2024-11-16 19:11:59.773810
85,,172.56.32.50,16,2024-11-16 19:11:59.804640
86,,172.56.32.240,16,2024-11-16 19:32:09.860863
87,,172.56.32.240,16,2024-11-16 19:32:09.860974
88,,172.59.218.172,25,2024-11-16 19:37:37.798097
89,,172.56.199.102,18,2024-11-16 19:46:03.864228
90,,68.190.215.114,26,2024-11-22 23:41:25.092861
91,,157.39.38.130,27,2024-11-16 20:41:23.492225
92,,157.39.38.130,27,2024-11-16 19:54:12.149119
93,,172.56.198.220,18,2024-11-16 20:02:35.179794
94,,172.56.32.132,16,2024-11-16 20:06:39.608122
95,,172.56.32.132,16,2024-11-16 20:06:39.608615
96,,172.58.254.58,25,2024-11-16 20:19:42.026322
97,,24.1.124.161,10,2024-11-23 00:02:03.975665
98,,172.56.235.11,26,2024-11-16 20:25:09.543869
99,,172.56.33.34,16,2024-11-16 20:30:18.122327
100,,172.56.33.34,16,2024-11-16 20:30:18.127029
101,,172.56.32.76,16,2024-11-16 20:32:18.048160
102,,98.166.60.38,11,2024-11-17 01:42:55.628966
103,,172.56.234.61,26,2024-11-16 20:34:48.927266
104,,172.56.33.26,16,2024-11-16 20:35:40.878313
105,,128.135.64.14,15,2024-11-16 20:56:26.150044
106,,70.133.221.253,25,2024-11-22 21:59:57.762348
107,,23.242.132.23,26,2024-11-22 04:37:58.494334
108,,172.56.33.134,16,2024-11-16 20:40:23.309711
