id,user_id,team_id,target,date,type
1,3,,7,2024-11-20 18:17:34.083908,hints
2,3,,6,2024-11-20 18:17:43.086374,hints
3,3,,3,2024-11-20 18:17:45.749812,hints
4,3,,5,2024-11-20 18:17:47.557681,hints
5,3,,4,2024-11-20 18:17:51.277706,hints
6,3,,1,2024-11-20 21:04:57.438495,hints
7,3,,2,2024-11-20 21:05:07.971961,hints
